"academica","personal","economica","institucional","deserta"
"93376",2,1,2,2,1
"93377",2,1,2,3,0
"93378",2,1,1,1,0
"93379",3,2,0,2,0
"93380",3,1,0,2,0
"93381",2,2,2,2,0
"93382",2,1,2,2,0
"93383",2,1,2,2,1
"93384",2,2,2,2,0
"93385",2,1,0,2,1
"93386",2,2,2,3,1
"93387",4,1,1,2,1
"93388",2,2,1,3,0
"93389",2,1,0,3,0
"93390",2,1,2,1,1
"93391",2,1,2,2,0
"93392",3,1,2,1,1
"93393",3,1,0,2,0
"93394",2,1,2,3,0
"93395",2,2,2,2,1
"93396",2,1,3,3,0
"93397",2,1,1,2,1
"93398",2,1,2,3,1
"93399",3,2,0,3,0
"93400",2,2,2,3,0
"93401",2,1,2,2,0
"93402",3,1,1,1,0
"93403",2,1,3,3,1
"93404",0,2,0,2,0
"93405",2,1,1,1,0
"93406",2,1,2,2,0
"93407",2,1,1,2,0
"93408",2,1,1,3,1
"93409",2,2,1,1,0
"93410",2,1,2,2,0
"93411",3,1,3,2,0
"93412",3,3,1,3,0
"93413",2,1,2,3,1
"93414",2,1,2,2,1
"93415",2,1,1,3,0
"93416",2,2,2,2,0
"93417",2,1,2,2,1
"93418",2,1,1,1,0
"93419",1,1,0,3,0
"93420",2,2,2,2,0
"93421",2,1,1,2,1
"93422",2,1,1,3,0
"93423",1,1,2,2,0
"93424",2,2,1,2,0
"93425",2,2,3,2,0
"93426",2,1,2,2,0
"93427",2,1,1,3,1
"93428",2,1,2,2,0
"93429",2,1,1,2,1
"93430",2,1,1,2,0
"93431",2,1,0,3,0
"93432",2,1,3,1,1
"93433",2,1,2,3,0
"93434",2,1,1,3,1
"93435",1,1,2,2,0
"93436",3,1,1,2,0
"93437",3,3,1,2,1
"93438",0,2,1,2,0
"93439",2,1,1,3,0
"93440",2,2,1,2,1
"93441",2,1,1,2,0
"93442",3,1,3,2,0
"93443",2,1,1,3,0
"93444",2,1,2,1,0
"93445",4,1,1,3,0
"93446",2,1,0,2,1
"93447",3,1,3,3,0
"93448",2,1,0,3,1
"93449",2,2,2,3,0
"93450",2,1,2,1,0
"93451",2,1,0,3,0
"93452",3,1,1,2,0
"93453",2,1,2,2,0
"93454",3,0,1,2,0
"93455",2,1,2,3,1
"93456",2,1,2,2,0
"93457",2,1,0,2,0
"93458",2,1,2,2,0
"93459",2,1,2,2,0
"93460",1,1,2,3,0
"93461",2,1,2,3,0
"93462",2,1,2,1,1
"93463",2,1,2,2,0
"93464",1,2,0,3,0
"93465",2,1,1,3,0
"93466",3,1,2,3,1
"93467",2,1,1,2,0
"93468",4,2,2,3,1
"93469",2,1,1,2,0
"93470",0,1,2,2,1
"93471",2,1,2,3,0
"93472",2,1,1,2,1
"93473",2,2,3,3,0
"93474",3,1,0,2,1
"93475",3,1,1,2,0
"93476",2,1,1,3,0
"93477",2,2,0,3,1
"93478",2,1,1,2,0
"93479",2,2,1,2,0
"93480",2,1,2,3,0
"93481",2,1,1,2,0
"93482",2,1,2,2,0
"93483",2,1,0,2,0
"93484",2,1,1,3,0
"93485",2,1,1,2,0
"93486",3,1,1,3,1
"93487",2,1,1,2,0
"93488",0,1,2,1,0
"93489",2,1,2,2,1
"93490",3,1,0,2,0
"93491",2,1,3,3,0
"93492",2,2,3,3,0
"93493",2,1,0,2,0
"93494",2,1,1,2,1
"93495",2,1,1,1,0
"93496",2,1,2,2,1
"93497",2,1,1,3,0
"93498",2,1,1,3,0
"93499",2,2,1,3,0
"93500",2,1,0,2,0
"93501",2,1,1,3,0
"93502",2,1,1,3,0
"93503",2,1,2,2,0
"93504",2,1,2,2,1
"93505",2,1,1,3,1
"93506",2,1,1,3,0
"93507",2,1,2,3,0
"93508",2,2,3,3,1
"93509",2,1,2,2,0
"93510",3,1,3,3,0
"93511",2,1,1,2,0
"93512",3,2,0,2,1
"93513",2,1,4,2,0
"93514",3,2,0,2,1
"93515",2,2,2,3,1
"93516",3,2,3,3,1
"93517",2,1,1,2,1
"93518",3,1,0,3,1
"93519",3,2,1,2,0
"93520",2,1,2,3,0
"93521",2,1,2,2,0
"93522",2,2,2,3,0
"93523",2,1,1,1,1
"93524",2,2,2,3,1
"93525",3,1,2,3,1
"93526",2,1,1,3,0
"93527",3,1,2,2,1
"93528",2,1,1,2,0
"93529",2,1,2,1,0
"93530",2,2,0,2,1
"93531",3,1,1,2,0
"93532",3,2,3,2,0
"93533",2,1,1,3,0
"93534",3,2,3,3,0
"93535",2,1,3,2,0
"93536",2,1,2,2,1
"93537",2,1,2,1,0
"93538",2,1,2,2,1
"93539",2,1,1,2,1
"93540",2,2,2,3,1
"93541",2,1,2,2,0
"93542",2,1,2,2,0
"93543",3,1,2,3,0
"93544",3,1,1,2,1
"93545",0,1,2,1,0
"93546",2,1,1,3,0
"93547",0,2,2,2,0
"93548",2,1,1,2,1
"93549",2,1,1,3,1
"93550",2,1,0,2,0
"93551",2,1,2,2,0
"93552",2,1,2,3,1
"93553",2,1,2,2,1
"93554",3,1,1,1,0
"93555",0,1,2,2,0
"93556",3,1,2,3,0
"93557",2,1,0,3,0
"93558",2,1,1,2,0
"93559",2,2,1,1,0
"93560",3,2,0,2,1
"93561",2,1,2,2,0
"93562",2,1,1,2,1
"93563",3,1,2,3,1
"93564",3,1,1,3,0
"93565",4,1,2,3,0
"93566",3,1,1,1,0
"93567",3,1,0,2,1
"93568",2,2,2,2,0
"93569",3,1,2,3,1
"93570",2,1,2,2,1
"93571",2,1,2,3,0
"93572",2,1,1,3,0
"93573",2,1,2,2,0
"93574",2,1,2,2,1
"93575",2,1,2,2,1
"93576",2,1,1,3,1
"93577",4,1,1,2,0
"93578",2,1,2,1,0
"93579",2,1,2,2,0
"93580",2,2,2,2,1
"93581",3,1,3,1,1
"93582",2,2,2,3,0
"93583",2,2,2,2,0
"93584",2,2,2,3,1
"93585",2,1,1,2,0
"93586",2,1,2,2,1
"93587",2,2,2,3,0
"93588",3,2,2,2,0
"93589",2,1,1,2,1
"93590",2,1,2,1,0
"93591",4,2,1,3,0
"93592",3,2,3,3,0
"93593",2,1,2,2,0
"93594",2,1,3,3,1
"93595",2,1,2,2,0
"93596",3,2,1,3,0
"93597",2,1,2,3,0
"93598",2,1,1,3,0
"93599",2,1,2,2,0
"93600",2,1,2,2,0
"93601",2,2,1,2,1
"93602",2,2,2,2,0
"93603",0,1,2,2,0
"93604",2,1,1,2,0
"93605",2,1,1,1,1
"93606",2,2,2,3,0
"93607",2,1,3,2,0
"93608",2,1,2,2,0
"93609",2,1,1,3,1
"93610",2,1,1,3,1
"93611",2,1,1,1,1
"93612",2,1,1,3,1
"93613",2,1,1,3,1
"93614",2,1,2,3,1
"93615",2,1,0,2,0
"93616",3,1,0,2,0
"93617",2,1,1,3,0
"93618",1,1,0,3,1
"93619",2,1,1,3,0
"93620",4,1,1,3,0
"93621",2,1,2,2,0
"93622",2,1,2,1,1
"93623",2,2,2,3,0
"93624",3,0,0,1,1
"93625",3,1,0,2,0
"93626",2,1,1,2,0
"93627",2,2,3,2,0
"93628",3,1,0,2,0
"93629",3,2,0,3,0
"93630",2,1,3,3,0
"93631",2,1,2,3,0
"93632",2,1,2,3,0
"93633",2,1,0,3,0
"93634",2,1,0,2,0
"93635",3,1,1,2,0
"93636",2,2,0,3,0
"93637",1,2,2,3,1
"93638",2,2,0,3,0
"93639",3,1,1,3,1
"93640",2,2,3,3,0
"93641",2,1,2,3,0
"93642",3,1,1,3,1
"93643",3,1,1,3,0
"93644",2,1,1,3,1
"93645",3,1,2,2,1
"93646",2,1,2,2,1
"93647",2,1,2,3,0
"93648",2,1,1,2,0
"93649",2,2,2,2,0
"93650",2,1,1,1,0
"93651",3,1,0,3,1
"93652",2,1,2,2,0
"93653",2,1,4,2,0
"93654",3,1,1,2,0
"93655",2,1,2,3,1
"93656",2,1,1,3,0
"93657",2,2,1,1,1
"93658",2,1,1,3,1
"93659",3,1,2,3,0
"93660",2,1,1,2,1
"93661",3,1,1,3,0
"93662",2,1,1,2,1
"93663",2,1,2,3,0
"93664",3,2,3,2,0
"93665",2,1,3,1,0
"93666",2,1,2,3,1
"93667",2,1,2,3,1
"93668",3,1,0,3,0
"93669",2,1,1,3,1
"93670",2,0,1,1,0
"93671",2,1,2,2,0
"93672",2,1,1,3,0
"93673",2,2,2,3,0
"93674",2,1,1,3,0
"93675",2,2,1,2,1
"93676",3,1,1,3,1
"93677",2,1,2,3,0
"93678",2,1,2,3,0
"93679",2,1,2,3,0
"93680",2,1,1,2,1
"93681",2,1,2,2,0
"93682",3,1,3,2,1
"93683",2,1,1,3,1
"93684",3,1,1,2,1
"93685",2,1,1,2,1
"93686",2,1,2,3,1
"93687",2,1,2,1,1
"93688",2,1,1,2,1
"93689",5,1,0,1,1
"93690",2,1,0,2,0
"93691",2,2,4,3,1
"93692",2,2,2,3,1
"93693",3,1,1,2,0
"93694",2,1,1,2,0
"93695",2,1,1,3,1
"93696",1,1,0,2,0
"93697",2,1,2,3,1
"93698",2,2,1,2,1
"93699",3,1,1,2,0
"93700",3,2,4,2,0
"93701",2,1,1,2,1
"93702",2,1,1,2,1
"93703",0,1,2,2,1
"93704",2,2,2,3,1
"93705",2,1,2,2,0
"93706",2,2,1,1,1
"93707",2,1,0,2,0
"93708",2,1,2,2,0
"93709",2,1,2,2,0
"93710",2,1,1,2,1
"93711",2,1,3,2,0
"93712",2,1,1,3,1
"93713",2,1,1,3,0
"93714",3,2,2,3,1
"93715",1,1,2,1,1
"93716",2,1,1,1,1
"93717",3,2,0,2,1
"93718",0,1,0,2,1
"93719",2,2,1,2,1
"93720",2,2,2,3,0
"93721",2,1,2,2,0
"93722",3,1,0,3,0
"93723",0,1,1,2,0
"93724",3,2,2,2,0
"93725",2,2,1,1,0
"93726",0,1,1,2,0
"93727",2,1,2,3,0
"93728",2,1,1,3,1
"93729",2,1,2,3,1
"93730",0,1,0,2,0
"93731",3,1,1,3,1
"93732",2,1,2,3,0
"93733",4,1,2,3,0
"93734",3,1,1,2,1
"93735",2,1,1,3,1
"93736",2,1,2,3,0
"93737",2,1,2,3,0
"93738",2,1,0,3,0
"93739",2,1,2,2,0
"93740",2,1,0,2,0
"93741",4,1,1,1,0
"93742",2,1,2,1,1
"93743",3,1,2,3,0
"93744",2,1,2,2,0
"93745",2,1,1,3,0
"93746",2,1,1,3,1
"93747",3,2,3,3,0
"93748",2,2,2,3,0
"93749",2,1,2,3,0
"93750",2,1,2,2,1
"93751",3,1,0,3,1
"93752",2,2,2,2,0
"93753",2,1,1,2,1
"93754",2,1,2,1,0
"93755",2,1,0,2,0
"93756",3,1,3,2,0
"93757",3,1,0,2,1
"93758",2,1,2,2,0
"93759",2,2,1,3,0
"93760",2,1,2,1,0
"93761",2,2,0,3,0
"93762",2,2,3,3,0
"93763",2,2,3,3,1
"93764",2,1,1,3,0
"93765",2,1,2,3,0
"93766",2,1,1,2,0
"93767",2,1,2,1,0
"93768",2,1,1,2,0
"93769",2,2,2,3,0
"93770",3,1,0,1,0
"93771",2,1,1,2,1
"93772",3,1,1,2,1
"93773",2,2,1,2,0
"93774",3,1,2,1,0
"93775",2,1,1,2,0
"93776",2,1,1,2,0
"93777",3,2,3,3,0
"93778",2,2,2,2,0
"93779",3,1,2,2,0
"93780",3,1,3,2,0
"93781",2,1,2,3,1
"93782",3,2,2,2,1
"93783",2,1,1,1,0
"93784",2,1,2,3,0
"93785",2,1,1,2,0
"93786",2,1,1,1,0
"93787",2,2,1,2,0
"93788",2,2,2,3,0
"93789",2,1,1,3,0
"93790",2,1,0,2,0
"93791",2,1,2,3,0
"93792",3,2,1,1,0
"93793",1,1,1,1,1
"93794",2,1,1,2,0
"93795",2,2,1,3,0
"93796",1,2,1,2,0
"93797",3,1,1,3,0
"93798",3,1,1,3,0
"93799",2,1,2,2,0
"93800",2,1,2,2,1
"93801",2,1,1,1,0
"93802",3,1,2,3,0
"93803",2,1,2,2,0
"93804",2,1,2,3,0
"93805",2,1,1,2,0
"93806",2,1,1,3,0
"93807",2,1,2,2,0
"93808",3,1,2,2,1
"93809",2,2,1,2,0
"93810",4,2,2,2,1
"93811",3,1,3,2,0
"93812",3,2,3,3,1
"93813",2,1,1,2,0
"93814",2,1,2,2,1
"93815",3,1,2,2,1
"93816",2,1,1,3,0
"93817",2,2,1,3,0
"93818",2,2,1,3,1
"93819",0,1,2,2,0
"93820",2,1,1,2,1
"93821",2,1,2,3,0
"93822",2,1,1,3,1
"93823",3,2,0,2,0
"93824",3,2,1,2,1
"93825",2,1,0,1,0
"93826",0,1,2,3,1
"93827",2,1,1,2,0
"93828",2,1,2,2,1
"93829",2,1,1,2,0
"93830",2,1,2,2,0
"93831",2,2,1,1,1
"93832",3,2,1,3,0
"93833",2,1,2,3,0
"93834",2,1,2,3,0
"93835",1,2,3,3,0
"93836",2,1,2,1,1
"93837",2,2,1,3,1
"93838",2,1,1,1,0
"93839",2,2,3,3,1
"93840",3,1,1,1,1
"93841",3,1,2,2,1
"93842",3,1,2,2,0
"93843",2,1,3,3,0
"93844",2,1,0,3,0
"93845",3,1,1,2,0
"93846",3,2,0,1,1
"93847",3,1,1,1,1
"93848",1,2,1,2,1
"93849",3,1,1,1,1
"93850",2,1,1,2,1
"93851",2,1,1,3,0
"93852",2,1,2,2,0
"93853",2,1,1,2,1
"93854",2,2,1,2,0
"93855",2,1,1,2,1
"93856",2,1,1,2,0
"93857",2,1,2,2,0
"93858",3,1,2,3,0
"93859",2,1,2,3,0
"93860",2,1,3,2,1
"93861",2,1,0,2,0
"93862",2,1,1,3,0
"93863",2,1,0,2,1
"93864",2,1,1,2,1
"93865",3,1,1,0,1
"93866",2,1,3,3,1
"93867",2,1,0,1,0
"93868",2,1,2,3,0
"93869",2,1,0,2,0
"93870",2,1,2,2,0
"93871",2,2,0,3,1
"93872",3,1,1,2,0
"93873",2,2,2,3,1
"93874",2,1,2,3,0
"93875",2,1,2,2,0
"93876",2,1,0,2,1
"93877",2,2,2,3,0
"93878",2,1,1,2,0
"93879",3,1,1,3,0
"93880",2,2,1,3,0
"93881",2,2,1,2,0
"93882",2,1,1,1,0
"93883",2,1,1,2,0
"93884",2,2,1,2,0
"93885",2,1,2,3,0
"93886",2,2,2,2,0
"93887",3,1,2,2,0
"93888",2,2,1,2,0
"93889",0,2,1,3,1
"93890",2,1,1,2,1
"93891",2,1,3,1,0
"93892",3,1,0,2,0
"93893",3,1,2,3,0
"93894",2,1,2,2,0
"93895",2,1,1,2,0
"93896",3,1,1,2,0
"93897",2,1,2,3,0
"93898",2,1,1,1,1
"93899",2,1,3,1,0
"93900",2,1,0,2,1
"93901",2,2,1,2,0
"93902",3,1,1,3,1
"93903",2,1,1,2,1
"93904",3,1,2,2,0
"93905",2,1,2,3,0
"93906",4,1,1,3,1
"93907",1,1,1,3,0
"93908",4,1,2,2,1
"93909",3,1,0,2,0
"93910",2,1,1,2,1
"93911",3,2,2,2,0
"93912",2,2,2,2,1
"93913",2,1,0,3,0
"93914",0,2,1,2,0
"93915",2,1,0,2,1
"93916",2,1,2,2,0
"93917",0,1,2,3,1
"93918",2,1,1,1,0
"93919",3,1,1,2,0
"93920",2,1,0,2,1
"93921",2,1,2,3,1
"93922",2,1,2,3,0
"93923",1,1,1,3,0
"93924",2,3,0,2,0
"93925",3,1,4,3,0
"93926",3,1,1,2,1
"93927",2,2,1,3,0
"93928",1,1,1,2,0
"93929",2,1,2,2,1
"93930",3,1,0,3,0
"93931",3,1,1,3,0
"93932",2,1,2,3,0
"93933",2,1,2,3,1
"93934",0,2,2,2,0
"93935",2,1,1,2,1
"93936",2,1,2,2,0
"93937",0,1,1,3,1
"93938",2,1,1,3,0
"93939",2,1,0,2,0
"93940",2,2,0,3,1
"93941",2,1,2,3,0
"93942",2,1,1,2,0
"93943",2,1,2,3,1
"93944",2,1,2,2,0
"93945",2,1,2,2,0
"93946",2,1,2,3,0
"93947",2,1,1,2,0
"93948",2,1,1,2,0
"93949",2,1,1,3,1
"93950",2,1,1,3,1
"93951",2,1,2,2,0
"93952",2,1,1,2,1
"93953",2,2,1,3,1
"93954",2,1,1,2,0
"93955",2,1,2,3,0
"93956",1,1,2,3,0
"93957",2,1,0,3,0
"93958",2,2,1,1,1
"93959",2,1,1,3,0
"93960",2,1,2,3,0
"93961",3,1,1,3,1
"93962",2,2,0,2,1
"93963",3,1,2,1,1
"93964",2,1,2,3,0
"93965",2,1,2,2,0
"93966",2,1,1,3,0
"93967",2,2,1,2,0
"93968",2,1,2,2,0
"93969",2,2,1,2,1
"93970",3,1,1,3,0
"93971",2,1,1,3,0
"93972",2,1,1,2,0
"93973",3,1,2,2,1
"93974",2,1,1,2,0
"93975",4,1,1,2,1
"93976",2,2,2,2,0
"93977",2,1,3,3,0
"93978",0,1,2,2,0
"93979",2,1,3,1,0
"93980",3,1,0,2,0
"93981",3,1,1,2,1
"93982",2,1,1,3,1
"93983",3,1,1,2,0
"93984",2,1,1,1,0
"93985",2,1,1,2,0
"93986",3,1,2,2,0
"93987",2,1,2,2,1
"93988",3,1,1,2,0
"93989",3,1,1,2,1
"93990",2,1,0,3,1
"93991",3,2,1,2,0
"93992",2,1,2,3,0
"93993",2,1,0,3,1
"93994",2,1,3,2,0
"93995",2,1,3,3,0
"93996",3,1,1,2,0
"93997",2,1,1,3,1
"93998",2,2,2,1,0
"93999",3,1,1,3,0
"94000",2,1,1,3,0
"94001",3,1,1,3,1
"94002",3,1,1,1,0
"94003",2,1,2,3,1
"94004",3,2,2,2,0
"94005",2,1,0,3,0
"94006",3,1,0,2,1
"94007",2,2,2,2,0
"94008",2,1,1,2,1
"94009",3,1,2,3,0
"94010",2,1,2,3,0
"94011",3,1,1,2,0
"94012",0,0,1,3,1
"94013",3,1,1,3,0
"94014",2,1,1,2,1
"94015",2,1,0,2,1
"94016",2,1,2,2,1
"94017",0,1,1,3,0
"94018",3,1,1,1,0
"94019",2,1,2,1,1
"94020",2,1,2,3,0
"94021",3,1,1,2,1
"94022",2,1,1,2,0
"94023",3,1,1,2,1
"94024",2,2,1,2,0
"94025",0,1,2,2,0
"94026",2,1,2,1,0
"94027",2,1,2,2,0
"94028",2,2,2,2,1
"94029",2,2,3,3,0
"94030",2,2,0,2,0
"94031",2,1,2,3,0
"94032",2,1,1,2,1
"94033",2,2,1,3,0
"94034",2,2,2,1,1
"94035",2,2,0,2,0
"94036",1,0,0,1,1
"94037",2,1,1,2,1
"94038",2,1,1,2,0
"94039",4,1,1,2,0
"94040",2,1,1,2,0
"94041",2,1,2,2,1
"94042",2,1,1,2,0
"94043",2,1,2,1,1
"94044",2,1,2,2,0
"94045",2,1,2,3,0
"94046",2,1,2,2,0
"94047",3,2,2,2,0
"94048",3,1,1,2,0
"94049",2,1,0,2,0
"94050",2,1,1,2,0
"94051",2,1,2,3,1
"94052",3,1,2,3,1
"94053",2,1,0,1,0
"94054",2,1,2,1,0
"94055",2,1,0,2,0
"94056",3,1,1,3,0
"94057",3,1,1,2,1
"94058",2,1,2,2,0
"94059",0,1,3,3,1
"94060",2,2,2,2,1
"94061",2,1,2,2,1
"94062",2,1,1,3,0
"94063",2,2,0,1,0
"94064",3,1,1,1,0
"94065",0,1,2,2,1
"94066",2,1,1,2,0
"94067",2,1,1,3,0
"94068",3,0,1,2,0
"94069",3,1,3,1,0
"94070",2,1,2,2,0
"94071",2,1,3,1,0
"94072",2,1,1,3,0
"94073",2,2,1,3,0
"94074",2,2,2,3,0
"94075",2,1,1,2,0
"94076",2,1,0,2,0
"94077",3,1,3,2,1
"94078",2,1,2,3,0
"94079",2,2,2,3,0
"94080",2,2,3,3,0
"94081",2,2,3,1,0
"94082",2,1,0,2,0
"94083",2,1,2,2,0
"94084",3,0,1,2,1
"94085",2,1,1,2,0
"94086",2,1,2,3,1
"94087",1,1,1,3,0
"94088",2,1,1,3,0
"94089",2,1,0,2,0
"94090",3,1,1,3,1
"94091",2,1,1,3,1
"94092",2,1,2,2,1
"94093",2,1,2,2,1
"94094",2,1,2,2,0
"94095",2,2,2,1,1
"94096",2,1,1,2,0
"94097",1,2,1,1,1
"94098",2,2,1,2,1
"94099",3,1,2,1,0
"94100",2,1,1,1,0
"94101",2,1,2,2,0
"94102",2,1,2,2,0
"94103",2,1,1,3,0
"94104",2,1,1,1,0
"94105",2,1,2,3,1
"94106",2,2,1,2,0
"94107",2,1,2,2,0
"94108",1,1,2,3,0
"94109",2,1,2,2,0
"94110",2,2,1,2,0
"94111",2,1,2,3,0
"94112",3,2,1,2,0
"94113",2,1,2,2,0
"94114",3,1,2,3,0
"94115",3,1,1,3,1
"94116",2,1,2,3,0
"94117",2,1,2,3,0
"94118",2,1,1,2,0
"94119",3,1,1,2,0
"94120",0,1,1,3,0
"94121",2,1,1,3,1
"94122",3,1,0,2,0
"94123",2,1,2,3,1
"94124",2,2,2,2,0
"94125",3,1,1,3,0
"94126",2,1,1,1,0
"94127",3,1,1,3,1
"94128",2,1,2,1,0
"94129",3,1,1,2,0
"94130",2,1,2,2,1
"94131",3,1,2,2,1
"94132",2,1,1,3,0
"94133",2,1,2,2,0
"94134",3,1,1,1,1
"94135",2,2,2,3,0
"94136",2,2,2,2,0
"94137",2,1,1,2,0
"94138",3,2,1,2,0
"94139",2,2,0,3,0
"94140",2,1,2,3,0
"94141",2,1,1,2,0
"94142",2,1,0,2,0
"94143",0,1,1,3,0
"94144",3,2,3,2,0
"94145",2,1,1,3,0
"94146",2,1,1,1,0
"94147",2,1,1,2,1
"94148",3,2,3,2,0
"94149",2,1,2,3,0
"94150",2,1,2,2,0
"94151",2,0,0,2,1
"94152",3,1,1,3,1
"94153",2,1,2,3,0
"94154",2,1,2,2,0
"94155",2,1,1,3,1
"94156",2,1,1,3,0
"94157",2,1,1,1,0
"94158",2,1,2,3,0
"94159",2,1,1,2,0
"94160",2,1,1,2,0
"94161",2,2,2,3,0
"94162",2,1,1,2,0
"94163",2,2,3,2,0
"94164",3,0,0,2,1
"94165",2,2,2,3,1
"94166",2,1,2,2,0
"94167",2,1,2,2,1
"94168",2,2,3,2,0
"94169",2,1,2,2,0
"94170",3,1,1,2,0
"94171",2,1,2,3,0
"94172",2,1,2,1,0
"94173",3,1,2,2,0
"94174",2,2,2,2,1
"94175",2,1,2,1,1
"94176",2,1,2,3,0
"94177",2,1,2,2,0
"94178",2,1,0,3,1
"94179",2,1,0,1,1
"94180",2,1,0,2,0
"94181",2,2,2,2,0
"94182",2,1,2,1,0
"94183",2,2,2,2,0
"94184",2,2,2,3,1
"94185",2,2,0,3,0
"94186",2,2,0,2,0
"94187",3,1,1,2,0
"94188",2,1,1,3,0
"94189",2,1,0,1,1
"94190",2,2,2,3,0
"94191",3,1,2,2,1
"94192",2,2,0,3,0
"94193",2,1,2,2,0
"94194",2,1,1,3,0
"94195",2,2,1,3,0
"94196",2,1,2,2,0
"94197",2,1,1,3,1
"94198",2,1,1,2,0
"94199",2,1,1,2,1
"94200",2,1,1,2,0
"94201",3,1,0,2,1
"94202",2,1,1,2,0
"94203",3,1,3,1,0
"94204",3,2,2,2,0
"94205",2,1,2,2,0
"94206",3,1,3,2,0
"94207",3,1,1,3,0
"94208",2,1,2,3,1
"94209",2,1,0,2,0
"94210",2,2,2,2,0
"94211",2,1,1,2,0
"94212",3,1,2,2,1
"94213",2,1,2,2,0
"94214",2,1,1,2,1
"94215",0,1,1,3,0
"94216",2,1,2,3,0
"94217",0,1,1,3,1
"94218",3,1,2,2,1
"94219",3,1,1,2,1
"94220",3,1,1,2,1
"94221",2,1,0,2,1
"94222",3,1,1,3,0
"94223",2,1,2,2,0
"94224",2,1,1,2,0
"94225",2,1,1,3,1
"94226",2,1,1,2,1
"94227",2,1,1,3,1
"94228",3,1,2,1,1
"94229",2,1,1,2,0
"94230",2,1,1,2,0
"94231",2,1,2,3,1
"94232",2,2,1,3,1
"94233",2,0,1,2,0
"94234",3,1,1,2,0
"94235",2,1,1,2,0
"94236",2,1,1,2,0
"94237",0,1,1,2,1
"94238",2,1,2,1,0
"94239",2,1,1,3,1
"94240",3,2,1,2,0
"94241",2,2,2,3,0
"94242",2,1,2,3,0
"94243",0,2,2,2,0
"94244",2,1,1,2,0
"94245",3,2,3,3,0
"94246",2,2,2,3,1
"94247",3,1,0,2,1
"94248",2,1,0,3,0
"94249",2,1,1,3,0
"94250",2,1,2,2,1
"94251",2,1,2,3,0
"94252",2,1,2,3,1
"94253",2,1,2,3,0
"94254",2,1,2,3,1
"94255",3,1,2,3,0
"94256",3,1,1,2,0
"94257",2,1,2,2,0
"94258",2,1,2,3,0
"94259",3,1,1,2,0
"94260",2,1,2,3,0
"94261",2,1,1,3,1
"94262",2,1,1,2,0
"94263",2,1,2,3,1
"94264",2,1,1,2,0
"94265",3,1,2,2,0
"94266",2,1,3,3,0
"94267",2,1,1,2,1
"94268",2,1,3,2,1
"94269",3,2,2,1,0
"94270",2,1,2,2,0
"94271",2,1,1,3,0
"94272",2,1,2,1,1
"94273",2,1,2,2,0
"94274",2,1,1,2,0
"94275",3,1,3,2,0
"94276",3,1,1,2,0
"94277",2,1,2,3,0
"94278",2,2,1,2,0
"94279",2,1,2,3,1
"94280",2,1,2,2,0
"94281",1,1,1,1,0
"94282",2,1,2,3,0
"94283",2,1,2,1,0
"94284",2,1,1,3,1
"94285",2,2,3,1,0
"94286",2,2,2,2,1
"94287",2,1,1,2,0
"94288",3,2,0,3,1
"94289",1,1,0,2,1
"94290",2,2,2,3,1
"94291",2,1,1,3,0
"94292",2,1,1,2,0
"94293",3,1,1,2,1
"94294",2,2,0,3,0
"94295",3,1,1,3,0
"94296",2,1,2,2,0
"94297",3,1,3,2,0
"94298",2,1,2,3,0
"94299",0,1,1,2,0
"94300",2,1,1,2,0
"94301",2,1,1,2,0
"94302",2,2,1,3,1
"94303",2,1,1,3,1
"94304",2,1,1,3,0
"94305",2,1,2,3,0
"94306",2,1,1,3,0
"94307",2,1,2,2,1
"94308",2,1,2,1,0
"94309",2,1,1,2,0
"94310",4,1,1,2,0
"94311",3,1,0,2,0
"94312",2,2,2,1,1
"94313",3,1,2,2,1
"94314",2,1,0,2,0
"94315",2,1,2,2,0
"94316",3,1,1,1,1
"94317",2,1,1,2,0
"94318",2,1,2,3,0
"94319",2,1,2,2,0
"94320",2,1,1,2,1
"94321",2,1,1,2,0
"94322",3,2,1,3,0
"94323",2,1,1,2,0
"94324",2,1,1,1,1
"94325",3,1,2,1,1
"94326",3,1,0,3,1
"94327",2,2,1,3,1
"94328",2,1,2,2,0
"94329",2,1,2,2,1
"94330",2,1,1,3,1
"94331",2,2,1,2,0
"94332",2,1,1,2,1
"94333",3,1,2,3,1
"94334",2,1,1,3,1
"94335",2,2,2,2,0
"94336",2,1,2,2,1
"94337",2,1,0,3,0
"94338",3,2,1,2,1
"94339",2,1,1,2,0
"94340",2,1,0,2,1
"94341",4,1,1,3,0
"94342",2,1,0,3,0
"94343",3,1,2,3,1
"94344",2,1,2,3,0
"94345",3,1,0,2,0
"94346",2,2,2,3,0
"94347",2,1,1,1,1
"94348",2,1,2,2,0
"94349",2,1,2,3,0
"94350",3,1,2,1,0
"94351",4,1,2,2,0
"94352",2,1,1,3,0
"94353",3,1,1,3,1
"94354",2,1,2,3,0
"94355",0,2,2,3,0
"94356",3,1,1,2,1
"94357",2,1,2,3,0
"94358",2,1,2,2,1
"94359",2,2,2,3,0
"94360",2,1,2,3,0
"94361",0,1,1,3,1
"94362",3,1,2,3,1
"94363",2,1,0,1,0
"94364",3,1,1,2,0
"94365",2,1,0,2,1
"94366",5,1,1,2,0
"94367",2,2,2,2,1
"94368",2,1,1,1,1
"94369",3,1,3,2,0
"94370",2,1,1,3,0
"94371",2,0,2,2,0
"94372",2,1,2,3,0
"94373",2,1,2,2,0
